qid,no,doc,rel
18,0,clueweb12-0101wb-15-18303,1
18,0,clueweb12-0000wb-91-11326,0
18,0,clueweb12-0609wb-65-33114,0
18,0,clueweb12-1601wb-60-14821,0
18,0,clueweb12-1906wb-22-12182,0
18,0,clueweb12-0400wb-33-18918,1
18,0,clueweb12-0109wb-58-00724,0
18,0,clueweb12-0110wb-18-14169,0
19,0,clueweb12-1900wb-73-05899,2
19,0,clueweb12-0400wb-93-09958,2
19,0,clueweb12-1713wb-29-06525,2
19,0,clueweb12-1807wb-54-14436,0
19,0,clueweb12-0714wb-31-04833,0
19,0,clueweb12-1500tw-06-07967,0
19,0,clueweb12-1411wb-38-11360,0
19,0,clueweb12-1805wb-37-03693,1
19,0,clueweb12-1513wb-78-08218,0
19,0,clueweb12-1803wb-69-12812,2
19,0,clueweb12-1210wb-44-30069,2
19,0,clueweb12-1210wb-31-29718,0
19,0,clueweb12-1500tw-29-07408,2
19,0,clueweb12-0307wb-48-14868,2
19,0,clueweb12-1804wb-49-18491,2
19,0,clueweb12-0008wb-41-19853,0
19,0,clueweb12-1306wb-95-29881,0
19,0,clueweb12-0311wb-51-05389,2
19,0,clueweb12-0605wb-17-00760,0
19,0,clueweb12-1109wb-12-10347,0
19,0,clueweb12-1214wb-89-24099,0
19,0,clueweb12-1201wb-33-04864,2
19,0,clueweb12-1215wb-61-02067,2
19,0,clueweb12-1210wb-44-30068,2
19,0,clueweb12-0006wb-82-07832,0
19,0,clueweb12-1601wb-55-02034,0
19,0,clueweb12-0409wb-38-21901,2
19,0,clueweb12-1904wb-64-15726,2
19,0,clueweb12-0004wb-27-26902,0
19,0,clueweb12-0007wb-67-06359,0
19,0,clueweb12-0011wb-71-10590,0
19,0,clueweb12-0205wb-87-21049,2
19,0,clueweb12-1118wb-28-19523,2
20,0,clueweb12-1510wb-43-17261,0
20,0,clueweb12-1416wb-21-10254,0
20,0,clueweb12-0604wb-30-17467,0
20,0,clueweb12-1002wb-29-12889,0
20,0,clueweb12-1105wb-40-00995,0
20,0,clueweb12-1206wb-48-05887,1
20,0,clueweb12-1800tw-54-01196,0
20,0,clueweb12-1510wb-44-18017,0
20,0,clueweb12-1000tw-39-15829,0
20,0,clueweb12-1704wb-44-02835,1
20,0,clueweb12-0012wb-24-32053,0
20,0,clueweb12-1705wb-98-03397,1
20,0,clueweb12-1708wb-97-14239,0
20,0,clueweb12-1803wb-47-28230,0
20,0,clueweb12-1716wb-45-21352,0
20,0,clueweb12-1308wb-74-00362,0
20,0,clueweb12-1703wb-92-03995,0
20,0,clueweb12-1800tw-09-15668,1
20,0,clueweb12-1903wb-09-13448,0
20,0,clueweb12-1708wb-28-12406,0
20,0,clueweb12-0912wb-08-06380,0
20,0,clueweb12-0917wb-71-21911,0
20,0,clueweb12-1316wb-27-25716,1
20,0,clueweb12-1204wb-45-23329,0
20,0,clueweb12-1202wb-37-03644,0
20,0,clueweb12-1006wb-83-06200,1
20,0,clueweb12-0712wb-57-22166,0
20,0,clueweb12-0006wb-79-22412,0
20,0,clueweb12-0311wb-82-32338,0
20,0,clueweb12-0011wb-19-10837,0
20,0,clueweb12-0106wb-26-31569,0
20,0,clueweb12-0111wb-97-07216,0
20,0,clueweb12-0201wb-84-30422,0
20,0,clueweb12-0207wb-17-07038,0
20,0,clueweb12-0010wb-53-11440,0
20,0,clueweb12-1708wb-50-05698,1
20,0,clueweb12-0003wb-60-08584,0
21,0,clueweb12-0209wb-71-24198,2
21,0,clueweb12-0303wb-22-32757,2
21,0,clueweb12-0309wb-08-05822,0
21,0,clueweb12-0309wb-25-09872,0
21,0,clueweb12-1205wb-15-07784,1
21,0,clueweb12-0703wb-84-17185,2
21,0,clueweb12-0814wb-35-04451,2
21,0,clueweb12-0814wb-94-19887,2
21,0,clueweb12-0901wb-97-15135,1
21,0,clueweb12-1616wb-91-15930,0
21,0,clueweb12-1106wb-09-04992,0
21,0,clueweb12-0206wb-07-31331,2
21,0,clueweb12-0806wb-99-08879,0
21,0,clueweb12-0608wb-30-15417,2
21,0,clueweb12-0209wb-32-07745,2
21,0,clueweb12-1206wb-98-18986,0
21,0,clueweb12-0109wb-38-18901,1
21,0,clueweb12-0703wb-84-17186,2
21,0,clueweb12-0005wb-06-10438,1
21,0,clueweb12-1709wb-00-06683,2
21,0,clueweb12-0012wb-68-07111,0
21,0,clueweb12-0806wb-63-02412,0
21,0,clueweb12-0404wb-04-19543,1
21,0,clueweb12-0309wb-48-16831,0
21,0,clueweb12-0808wb-59-20319,2
21,0,clueweb12-1500tw-65-20888,2
21,0,clueweb12-1512wb-60-24497,0
21,0,clueweb12-1205wb-84-19954,0
21,0,clueweb12-0307wb-79-07115,2
21,0,clueweb12-0005wb-65-29471,1
21,0,clueweb12-0401wb-83-21349,0
22,0,clueweb12-0406wb-48-23319,0
22,0,clueweb12-0715wb-94-01846,0
22,0,clueweb12-0104wb-66-30681,0
22,0,clueweb12-0715wb-94-01845,0
22,0,clueweb12-0300tw-99-18896,2
22,0,clueweb12-0500wb-25-00601,2
22,0,clueweb12-0705wb-38-03100,2
22,0,clueweb12-1900tw-12-03582,0
22,0,clueweb12-1016wb-93-25559,0
22,0,clueweb12-1800tw-33-09364,2
22,0,clueweb12-0111wb-73-29777,2
22,0,clueweb12-1108wb-45-26706,2
22,0,clueweb12-0919wb-01-03609,2
22,0,clueweb12-1900tw-12-03580,0
22,0,clueweb12-0206wb-97-28290,0
22,0,clueweb12-0800tw-12-22641,1
22,0,clueweb12-1810wb-91-23673,1
22,0,clueweb12-1508wb-94-11338,1
22,0,clueweb12-1304wb-42-22834,0
22,0,clueweb12-1214wb-18-06730,1
22,0,clueweb12-0814wb-32-26332,0
22,0,clueweb12-1412wb-02-24400,2
22,0,clueweb12-1515wb-21-12977,0
22,0,clueweb12-1114wb-62-17489,0
22,0,clueweb12-0504wb-24-00659,2
22,0,clueweb12-1104wb-57-03972,0
22,0,clueweb12-1306wb-03-10768,2
22,0,clueweb12-1405wb-47-15147,0
22,0,clueweb12-1715wb-11-08770,2
22,0,clueweb12-0716wb-36-10402,2
22,0,clueweb12-1807wb-00-27800,0
22,0,clueweb12-1116wb-51-02537,0
23,0,clueweb12-1904wb-87-09391,0
23,0,clueweb12-1812wb-20-09770,0
23,0,clueweb12-0303wb-26-09477,0
23,0,clueweb12-1205wb-24-32546,0
23,0,clueweb12-0405wb-43-25282,0
23,0,clueweb12-0801wb-13-14942,2
23,0,clueweb12-0306wb-65-14873,2
23,0,clueweb12-1400wb-29-10653,2
23,0,clueweb12-0805wb-72-14463,0
23,0,clueweb12-1400wb-42-20109,2
23,0,clueweb12-1400wb-84-10196,0
23,0,clueweb12-1713wb-28-16656,2
23,0,clueweb12-1400wb-29-10652,2
23,0,clueweb12-1406wb-10-17462,0
23,0,clueweb12-1115wb-62-21158,0
23,0,clueweb12-1908wb-77-19037,0
23,0,clueweb12-0908wb-45-24010,0
23,0,clueweb12-0710wb-92-11757,0
23,0,clueweb12-0303wb-26-09479,0
23,0,clueweb12-0610wb-47-27200,0
23,0,clueweb12-0306wb-79-24718,2
23,0,clueweb12-0307wb-12-09149,0
23,0,clueweb12-0400tw-91-01256,2
23,0,clueweb12-0909wb-95-22549,0
23,0,clueweb12-0405wb-59-34518,2
23,0,clueweb12-0506wb-96-11092,0
23,0,clueweb12-0406wb-54-05503,1
23,0,clueweb12-0504wb-58-32333,0
23,0,clueweb12-0100wb-49-30942,2
23,0,clueweb12-0202wb-94-15779,2
23,0,clueweb12-0210wb-01-06291,0
23,0,clueweb12-0610wb-61-19530,1
24,0,clueweb12-0202wb-55-31717,0
24,0,clueweb12-0107wb-71-14348,2
24,0,clueweb12-0407wb-57-29293,0
24,0,clueweb12-0900tw-03-17841,0
24,0,clueweb12-1108wb-08-24960,1
24,0,clueweb12-1005wb-19-23944,0
24,0,clueweb12-0304wb-72-07988,1
24,0,clueweb12-0303wb-84-05394,2
24,0,clueweb12-0808wb-62-05307,0
24,0,clueweb12-1313wb-49-08208,0
24,0,clueweb12-1201tw-14-10029,1
24,0,clueweb12-0400tw-29-02664,0
24,0,clueweb12-0507wb-50-17495,2
24,0,clueweb12-0500wb-69-21260,0
24,0,clueweb12-0508wb-46-16865,0
24,0,clueweb12-0009wb-35-31016,0
24,0,clueweb12-1510wb-66-31593,2
24,0,clueweb12-1804wb-82-11623,2
24,0,clueweb12-1804wb-67-21213,2
24,0,clueweb12-0507wb-50-17497,2
24,0,clueweb12-1313wb-60-29992,0
24,0,clueweb12-1507wb-44-08252,2
24,0,clueweb12-1019wb-77-15805,0
24,0,clueweb12-0901wb-23-06457,0
24,0,clueweb12-0508wb-18-32766,0
24,0,clueweb12-1909wb-84-00028,2
24,0,clueweb12-1303wb-84-01814,0
24,0,clueweb12-1312wb-78-25320,0
24,0,clueweb12-1910wb-14-28553,2
24,0,clueweb12-1201tw-14-09969,1
24,0,clueweb12-1117wb-73-24095,2
24,0,clueweb12-1020wb-74-05324,0
25,0,clueweb12-0506wb-70-31921,1
25,0,clueweb12-0809wb-59-25860,2
25,0,clueweb12-1416wb-33-07529,1
25,0,clueweb12-1707wb-40-13587,2
25,0,clueweb12-0915wb-74-07998,0
25,0,clueweb12-1707wb-48-04863,1
25,0,clueweb12-1803wb-37-03576,2
25,0,clueweb12-1212wb-97-22785,1
25,0,clueweb12-0003wb-67-15253,0
25,0,clueweb12-1613wb-53-29431,1
25,0,clueweb12-1612wb-89-17251,0
25,0,clueweb12-1516wb-54-03503,0
25,0,clueweb12-1312wb-10-03503,0
25,0,clueweb12-1707wb-05-21158,1
25,0,clueweb12-1900wb-06-20995,0
25,0,clueweb12-1803wb-69-04579,2
25,0,clueweb12-1310wb-82-32291,2
25,0,clueweb12-0208wb-07-18513,1
25,0,clueweb12-0008wb-80-18875,2
25,0,clueweb12-0609wb-09-22031,2
25,0,clueweb12-0500tw-13-05629,0
25,0,clueweb12-0400tw-54-22711,0
25,0,clueweb12-0303wb-43-28554,2
25,0,clueweb12-0205wb-77-29537,2
25,0,clueweb12-0202wb-34-09504,0
25,0,clueweb12-0010wb-99-20915,2
25,0,clueweb12-0205wb-77-29539,1
25,0,clueweb12-0606wb-30-05674,0
25,0,clueweb12-0004wb-07-04151,1
25,0,clueweb12-0915wb-04-08738,0
25,0,clueweb12-1013wb-15-15821,1
25,0,clueweb12-1204wb-47-00861,0
25,0,clueweb12-1501wb-43-22571,2
25,0,clueweb12-0700wb-90-30911,0
26,0,clueweb12-1807wb-11-18409,0
26,0,clueweb12-1812wb-70-22425,2
26,0,clueweb12-1807wb-39-02494,1
26,0,clueweb12-1807wb-39-02484,1
26,0,clueweb12-0908wb-00-02734,0
26,0,clueweb12-1807wb-27-16722,0
26,0,clueweb12-1714wb-44-21909,1
26,0,clueweb12-1807wb-73-18902,1
26,0,clueweb12-1100tw-62-15504,2
26,0,clueweb12-1100tw-27-15535,2
26,0,clueweb12-1100tw-13-19183,2
26,0,clueweb12-1011wb-03-16991,2
26,0,clueweb12-1807wb-26-05271,0
26,0,clueweb12-0104wb-74-02492,0
26,0,clueweb12-1308wb-04-14050,2
26,0,clueweb12-1308wb-06-00473,2
26,0,clueweb12-1601wb-55-21912,1
26,0,clueweb12-0100wb-84-21609,0
26,0,clueweb12-0800wb-21-08391,2
26,0,clueweb12-0805wb-88-01737,0
26,0,clueweb12-0707wb-58-09323,0
26,0,clueweb12-0402wb-45-27870,0
26,0,clueweb12-0912wb-29-19653,1
26,0,clueweb12-1415wb-90-25281,1
26,0,clueweb12-0306wb-30-19777,0
26,0,clueweb12-1807wb-41-17369,1
26,0,clueweb12-0102wb-50-20156,2
26,0,clueweb12-0401tw-01-13338,0
26,0,clueweb12-1707wb-44-07067,1
26,0,clueweb12-1009wb-90-04979,0
26,0,clueweb12-1903wb-34-24217,0
26,0,clueweb12-1807wb-41-17377,1
26,0,clueweb12-0401wb-58-06297,1
27,0,clueweb12-1407wb-76-16436,1
27,0,clueweb12-1304wb-60-07573,0
27,0,clueweb12-1611wb-33-08275,0
27,0,clueweb12-1615wb-67-23014,0
27,0,clueweb12-0302wb-70-09979,0
27,0,clueweb12-0502wb-70-00765,0
27,0,clueweb12-0509wb-50-21931,0
27,0,clueweb12-0510wb-83-14511,0
27,0,clueweb12-0200wb-59-19790,2
27,0,clueweb12-0602wb-69-05723,0
27,0,clueweb12-1214wb-14-30249,0
27,0,clueweb12-0301tw-06-07508,0
27,0,clueweb12-1214wb-33-06859,1
27,0,clueweb12-0510wb-83-14508,0
27,0,clueweb12-1302wb-15-01481,2
27,0,clueweb12-0301tw-04-07260,0
27,0,clueweb12-0700wb-68-27245,0
27,0,clueweb12-0511wb-31-10040,0
27,0,clueweb12-0713wb-47-07268,1
27,0,clueweb12-0111wb-86-17981,1
27,0,clueweb12-1206wb-22-03366,0
27,0,clueweb12-0205wb-36-05322,0
27,0,clueweb12-0203wb-33-17603,0
27,0,clueweb12-0201wb-82-29182,0
27,0,clueweb12-0200wb-06-09860,0
27,0,clueweb12-1702wb-96-01561,0
27,0,clueweb12-0103wb-51-32162,2
27,0,clueweb12-1304wb-19-02214,2
27,0,clueweb12-0208wb-73-03549,2
27,0,clueweb12-0210wb-71-35180,0
27,0,clueweb12-0509wb-23-27935,1
27,0,clueweb12-0603wb-63-35771,0
27,0,clueweb12-0211wb-11-01501,1
27,0,clueweb12-1908wb-77-12912,0
27,0,clueweb12-0207wb-24-12190,0
27,0,clueweb12-0004wb-35-03843,0
28,0,clueweb12-1704wb-51-09731,0
28,0,clueweb12-1016wb-89-21819,2
28,0,clueweb12-1616wb-91-11856,0
28,0,clueweb12-1100tw-61-03500,1
28,0,clueweb12-1308wb-55-15916,0
28,0,clueweb12-1020wb-05-01391,0
28,0,clueweb12-1204wb-20-15853,0
28,0,clueweb12-0310wb-16-32407,0
28,0,clueweb12-1100tw-30-02707,1
28,0,clueweb12-0912wb-57-10249,2
28,0,clueweb12-1311wb-60-14334,2
28,0,clueweb12-0916wb-59-28062,0
28,0,clueweb12-1015wb-18-09189,0
28,0,clueweb12-0011wb-75-25824,0
28,0,clueweb12-1104wb-69-03497,0
28,0,clueweb12-0700tw-78-18582,1
28,0,clueweb12-1100tw-66-10785,0
28,0,clueweb12-1013wb-06-19932,0
28,0,clueweb12-1400tw-65-19064,2
28,0,clueweb12-1311wb-76-21843,1
28,0,clueweb12-1113wb-10-18054,1
28,0,clueweb12-1106wb-86-05539,2
28,0,clueweb12-1616wb-78-28011,0
28,0,clueweb12-1802wb-67-21601,1
28,0,clueweb12-1200tw-20-11964,0
28,0,clueweb12-0100wb-12-03986,0
28,0,clueweb12-1715wb-55-05281,1
28,0,clueweb12-1600tw-46-02611,1
28,0,clueweb12-1904wb-28-08556,1
28,0,clueweb12-0700tw-78-18581,1
28,0,clueweb12-1716wb-13-29702,1
28,0,clueweb12-1616wb-91-11855,2
29,0,clueweb12-1701wb-83-19609,2
29,0,clueweb12-1010wb-76-21497,0
29,0,clueweb12-1503wb-80-30914,0
29,0,clueweb12-1114wb-21-21773,1
29,0,clueweb12-1009wb-24-19636,0
29,0,clueweb12-0900tw-46-22842,0
29,0,clueweb12-0201wb-85-23726,0
29,0,clueweb12-0806wb-68-24887,0
29,0,clueweb12-0201wb-54-10228,0
29,0,clueweb12-1613wb-59-07511,0
29,0,clueweb12-0703wb-80-13528,0
29,0,clueweb12-0202wb-36-12762,0
29,0,clueweb12-0607wb-83-30561,2
29,0,clueweb12-0001wb-99-01873,0
29,0,clueweb12-1811wb-59-30986,0
29,0,clueweb12-0201wb-63-06905,0
29,0,clueweb12-0801wb-98-31388,0
29,0,clueweb12-1811wb-66-24957,0
29,0,clueweb12-0201wb-85-23727,0
29,0,clueweb12-1702wb-43-18858,2
29,0,clueweb12-0000wt-00-10631,1
29,0,clueweb12-0202wb-13-26498,0
29,0,clueweb12-0204wb-52-13373,1
29,0,clueweb12-0211wb-05-23999,0
29,0,clueweb12-0300wb-55-15764,1
29,0,clueweb12-1900wb-73-05128,0
29,0,clueweb12-0710wb-37-14803,0
29,0,clueweb12-1313wb-12-12063,1
29,0,clueweb12-0310wb-02-11526,2
29,0,clueweb12-0202wb-13-26496,0
29,0,clueweb12-0201wb-63-06903,1
29,0,clueweb12-0000wt-03-14927,0
29,0,clueweb12-0203wb-67-09672,0
29,0,clueweb12-0309wb-83-27220,1
29,0,clueweb12-0201wb-77-05649,0
29,0,clueweb12-1106wb-66-16673,1
29,0,clueweb12-0310wb-01-01656,1
30,0,clueweb12-0900tw-23-11893,0
30,0,clueweb12-1909wb-65-18904,1
30,0,clueweb12-0800tw-71-14685,1
30,0,clueweb12-0008wb-50-04749,1
30,0,clueweb12-0704wb-31-26893,1
30,0,clueweb12-0702wb-15-15974,2
30,0,clueweb12-1909wb-68-04242,0
30,0,clueweb12-1601wb-06-09852,0
30,0,clueweb12-0306wb-05-20767,0
30,0,clueweb12-0010wb-14-21649,1
30,0,clueweb12-0204wb-04-21862,0
30,0,clueweb12-0304wb-42-05999,1
30,0,clueweb12-1607wb-66-27510,1
30,0,clueweb12-0300tw-35-07756,1
30,0,clueweb12-0903wb-66-01234,0
30,0,clueweb12-0603wb-93-08019,0
30,0,clueweb12-1200tw-62-10847,2
30,0,clueweb12-1500tw-68-06025,0
30,0,clueweb12-1300tw-36-12689,2
30,0,clueweb12-0916wb-43-07846,0
30,0,clueweb12-1502wb-49-12820,1
30,0,clueweb12-1300tw-82-07636,0
30,0,clueweb12-1110wb-93-34752,1
30,0,clueweb12-1200tw-41-16121,0
30,0,clueweb12-1901wb-37-16693,0
30,0,clueweb12-1200tw-62-10848,2
30,0,clueweb12-1500tw-06-12053,1
30,0,clueweb12-1500tw-04-12715,1
30,0,clueweb12-0202wb-22-24386,2
30,0,clueweb12-0012wb-24-07641,0
30,0,clueweb12-0008wb-74-16331,0
30,0,clueweb12-1300tw-60-00411,0
30,0,clueweb12-1713wb-34-20620,0
31,0,clueweb12-0509wb-96-30655,2
31,0,clueweb12-1006wb-20-30456,2
31,0,clueweb12-1115wb-14-07330,1
31,0,clueweb12-1514wb-71-12186,2
31,0,clueweb12-1813wb-36-22238,0
31,0,clueweb12-1909wb-94-19331,0
31,0,clueweb12-1616wb-16-20774,2
31,0,clueweb12-1300tw-90-09230,1
31,0,clueweb12-0003wb-35-20360,2
31,0,clueweb12-1309wb-82-07063,0
31,0,clueweb12-0915wb-96-13220,0
31,0,clueweb12-0402wb-73-26467,0
31,0,clueweb12-0207wb-72-11608,2
31,0,clueweb12-0312wb-17-26594,1
31,0,clueweb12-0408wb-98-22179,2
31,0,clueweb12-0715wb-38-07606,2
31,0,clueweb12-0202wb-18-10090,2
31,0,clueweb12-0400wb-15-13380,0
31,0,clueweb12-0202wb-07-13201,2
31,0,clueweb12-0200wb-75-21142,2
31,0,clueweb12-0604wb-92-27456,1
31,0,clueweb12-0000wb-76-35377,1
31,0,clueweb12-1400tw-48-20822,1
31,0,clueweb12-0918wb-30-15794,0
31,0,clueweb12-1913wb-84-09751,2
31,0,clueweb12-0112wb-44-29231,2
31,0,clueweb12-0000wb-90-29739,2
31,0,clueweb12-0000wb-01-18038,2
31,0,clueweb12-0002wb-18-34076,0
31,0,clueweb12-0100wb-72-03494,2
31,0,clueweb12-0102wb-22-20298,0
31,0,clueweb12-0102wb-22-20300,1
31,0,clueweb12-0000wb-76-35373,2
31,0,clueweb12-0102wb-31-23254,2
32,0,clueweb12-0608wb-76-25814,1
32,0,clueweb12-1909wb-46-04779,0
32,0,clueweb12-1810wb-98-03185,1
32,0,clueweb12-1810wb-21-28238,1
32,0,clueweb12-0609wb-17-26578,2
32,0,clueweb12-0608wb-76-25816,1
32,0,clueweb12-0608wb-86-23754,1
32,0,clueweb12-0608wb-86-23753,1
32,0,clueweb12-1803wb-12-05444,1
32,0,clueweb12-1806wb-12-03444,1
32,0,clueweb12-1803wb-34-00280,1
32,0,clueweb12-1808wb-26-14247,1
32,0,clueweb12-0108wb-83-01430,0
32,0,clueweb12-0111wb-05-05308,1
32,0,clueweb12-0400wb-66-23075,1
32,0,clueweb12-0410wb-08-12610,1
32,0,clueweb12-0511wb-44-01687,2
32,0,clueweb12-0600tw-03-06270,0
32,0,clueweb12-1803wb-12-05434,1
32,0,clueweb12-1801wb-08-27198,1
32,0,clueweb12-0608wb-76-25813,2
32,0,clueweb12-1910wb-63-32896,0
32,0,clueweb12-1810wb-58-25619,2
32,0,clueweb12-1410wb-15-22156,0
32,0,clueweb12-1809wb-34-17592,2
32,0,clueweb12-1114wb-68-05624,0
32,0,clueweb12-1810wb-58-25625,2
32,0,clueweb12-1810wb-21-28239,2
32,0,clueweb12-1809wb-43-00383,2
32,0,clueweb12-1806wb-05-20370,2
32,0,clueweb12-0005wb-65-29055,0
32,0,clueweb12-1808wb-69-12227,2
32,0,clueweb12-1805wb-73-03145,2
32,0,clueweb12-1406wb-03-17545,0
32,0,clueweb12-1808wb-77-13496,2
32,0,clueweb12-1811wb-11-23747,2
32,0,clueweb12-1808wb-69-12231,2
32,0,clueweb12-0004wb-13-20935,2
32,0,clueweb12-1901wb-64-20301,0
32,0,clueweb12-0902wb-89-08155,0
32,0,clueweb12-0200wb-36-13884,0
32,0,clueweb12-1609wb-81-21609,0
32,0,clueweb12-0609wb-03-11292,2
32,0,clueweb12-0110wb-03-08414,0
32,0,clueweb12-1412wb-88-24525,0
32,0,clueweb12-0815wb-63-11454,0
32,0,clueweb12-0716wb-24-16725,0
32,0,clueweb12-0714wb-16-13571,0
32,0,clueweb12-1511wb-20-11953,0
33,0,clueweb12-0105wb-24-06163,2
33,0,clueweb12-1900wb-83-20991,0
33,0,clueweb12-0009wb-82-08647,2
33,0,clueweb12-0008wb-02-00207,0
33,0,clueweb12-0006wb-42-22181,0
33,0,clueweb12-1700wb-54-31459,0
33,0,clueweb12-1901wb-09-17499,0
33,0,clueweb12-1100tw-71-17544,2
33,0,clueweb12-0206wb-79-15930,2
33,0,clueweb12-1408wb-78-00741,2
33,0,clueweb12-1803wb-34-07408,2
33,0,clueweb12-0001wb-73-27269,0
33,0,clueweb12-1714wb-23-24521,0
33,0,clueweb12-1714wb-07-12672,2
33,0,clueweb12-0110wb-29-01909,2
33,0,clueweb12-1709wb-42-02255,2
33,0,clueweb12-0209wb-53-04360,2
33,0,clueweb12-1100tw-71-17545,2
33,0,clueweb12-0303wb-72-10019,2
33,0,clueweb12-0007wb-57-35698,1
33,0,clueweb12-0212wb-10-08767,2
33,0,clueweb12-0007wb-93-24539,0
33,0,clueweb12-0908wb-07-17680,0
33,0,clueweb12-1407wb-63-00068,0
33,0,clueweb12-1300tw-33-03020,2
33,0,clueweb12-0102wb-24-04972,2
33,0,clueweb12-1800tw-57-09776,0
33,0,clueweb12-0007wb-98-27663,0
33,0,clueweb12-0817wb-96-28615,2
33,0,clueweb12-1100tw-71-17548,1
33,0,clueweb12-0611wb-28-15097,0
33,0,clueweb12-0607wb-74-04904,2
33,0,clueweb12-0604wb-27-26816,2
33,0,clueweb12-0503wb-44-34054,0
33,0,clueweb12-0305wb-22-09681,2
33,0,clueweb12-0911wb-56-00306,2
34,0,clueweb12-0815wb-21-00423,2
34,0,clueweb12-0108wb-27-03924,2
34,0,clueweb12-0001wb-84-27874,2
34,0,clueweb12-0004wb-25-35255,2
34,0,clueweb12-0007wb-69-30265,2
34,0,clueweb12-0103wb-12-24884,1
34,0,clueweb12-0810wb-94-06721,2
34,0,clueweb12-0101wb-61-12535,1
34,0,clueweb12-0311wb-03-10308,2
34,0,clueweb12-1010wb-21-13067,0
34,0,clueweb12-0010wb-73-33411,2
34,0,clueweb12-1313wb-65-05083,2
34,0,clueweb12-1411wb-38-10889,1
34,0,clueweb12-1414wb-05-16226,2
34,0,clueweb12-1010wb-84-02332,0
34,0,clueweb12-1516wb-43-24623,1
34,0,clueweb12-1406wb-06-02996,1
34,0,clueweb12-0109wb-54-20272,0
34,0,clueweb12-0309wb-64-08181,2
34,0,clueweb12-0310wb-87-04609,1
34,0,clueweb12-1811wb-95-02656,0
34,0,clueweb12-0203wb-55-01707,2
34,0,clueweb12-0812wb-91-01714,2
34,0,clueweb12-1708wb-37-05778,2
34,0,clueweb12-1708wb-13-03669,2
34,0,clueweb12-1615wb-14-23902,2
34,0,clueweb12-0411wb-54-03687,0
35,0,clueweb12-1901wb-61-30826,2
35,0,clueweb12-1013wb-76-02044,0
35,0,clueweb12-1016wb-18-04198,0
35,0,clueweb12-1707wb-25-09233,0
35,0,clueweb12-1013wb-21-12003,2
35,0,clueweb12-1607wb-54-25992,2
35,0,clueweb12-1013wb-76-02039,0
35,0,clueweb12-0902wb-50-13775,2
35,0,clueweb12-0300tw-25-22450,2
35,0,clueweb12-0013wb-62-19946,2
35,0,clueweb12-0111wb-31-21557,1
35,0,clueweb12-1006wb-76-18439,1
35,0,clueweb12-1016wb-00-00422,0
35,0,clueweb12-1007wb-10-08186,0
35,0,clueweb12-1316wb-11-00998,2
35,0,clueweb12-0503wb-32-13971,2
35,0,clueweb12-1607wb-47-12295,2
35,0,clueweb12-0302wb-53-31467,0
35,0,clueweb12-1000tw-89-02426,2
35,0,clueweb12-1107wb-67-13561,0
35,0,clueweb12-1107wb-67-13562,0
35,0,clueweb12-1107wb-85-10853,0
35,0,clueweb12-0311wb-53-25284,2
35,0,clueweb12-0800wb-08-15191,2
35,0,clueweb12-0700tw-59-18220,2
35,0,clueweb12-0310wb-99-21325,0
35,0,clueweb12-1702wb-13-18536,0
35,0,clueweb12-1107wb-67-13559,0
35,0,clueweb12-0303wb-56-16289,0
35,0,clueweb12-0312wb-27-26167,0
35,0,clueweb12-1105wb-91-01065,0
35,0,clueweb12-0305wb-71-15269,0
35,0,clueweb12-1410wb-37-21741,2
35,0,clueweb12-0705wb-96-09227,0
36,0,clueweb12-0400wb-60-31049,1
36,0,clueweb12-1019wb-55-00131,1
36,0,clueweb12-0815wb-94-22105,2
36,0,clueweb12-1500tw-57-11721,0
36,0,clueweb12-1610wb-23-18822,2
36,0,clueweb12-1313wb-29-06565,2
36,0,clueweb12-0815wb-87-19991,1
36,0,clueweb12-0812wb-62-03604,0
36,0,clueweb12-0816wb-25-05376,1
36,0,clueweb12-1313wb-85-06660,2
36,0,clueweb12-1614wb-83-24137,1
36,0,clueweb12-0814wb-13-15723,1
36,0,clueweb12-1316wb-35-20388,2
36,0,clueweb12-0906wb-08-09956,2
36,0,clueweb12-0808wb-91-15555,1
36,0,clueweb12-0811wb-41-17727,2
36,0,clueweb12-0817wb-95-26353,0
36,0,clueweb12-0811wb-96-15809,0
36,0,clueweb12-0903wb-39-20549,1
36,0,clueweb12-1600wb-48-24823,0
36,0,clueweb12-1600wb-48-24824,0
36,0,clueweb12-1700tw-20-11479,0
36,0,clueweb12-0811wb-41-17725,0
36,0,clueweb12-0002wb-29-30303,1
36,0,clueweb12-0901tw-07-10710,2
36,0,clueweb12-0817wb-11-08623,0
36,0,clueweb12-0005wb-14-27178,0
36,0,clueweb12-0012wb-31-22580,0
36,0,clueweb12-0300tw-35-20954,0
36,0,clueweb12-0210wb-36-12381,0
36,0,clueweb12-0811wb-41-17778,1
36,0,clueweb12-0909wb-33-05396,0
36,0,clueweb12-0106wb-88-35636,1
36,0,clueweb12-0809wb-15-15640,2
36,0,clueweb12-0402wb-07-02434,0
36,0,clueweb12-1010wb-98-22884,0
36,0,clueweb12-0400wb-78-21731,0
36,0,clueweb12-0603wb-60-05967,2
36,0,clueweb12-0807wb-83-13280,1
36,0,clueweb12-0312wb-12-24452,1
36,0,clueweb12-1908wb-84-19687,2
36,0,clueweb12-1209wb-07-34640,0
36,0,clueweb12-1803wb-12-16033,1
36,0,clueweb12-0808wb-91-15482,2
37,0,clueweb12-0402wb-68-02125,2
